"Start Time","Thu Nov 24 08:33:14 2011","08:33:13 minus 905 ms","Subject","001","Target Distance",225,"Radius",18.75

"Presentation Time","Stimulus x","y","Response Time","Response x","y","Is Inside","Centroid Distance"
7628,240,459,3318,266,443,0,30.5287
11524,399,525,1067,400,493,0,32.0156
13168,240,140,1679,238,157,0,17.1172
15421,240,459,1860,231,443,0,18.3576
17854,559,459,1681,543,450,0,18.3576
20107,399,525,782,400,505,0,20.025
21463,400,75,1249,400,80,1,5
23450,399,525,959,400,493,0,32.0156
24984,240,459,1355,285,474,0,47.4342
26916,175,299,811,173,300,1,2.23607
28469,559,459,1149,567,474,0,17
30194,625,300,1776,621,300,1,4
32712,240,140,1116,238,141,1,2.23607
34567,399,525,1209,400,505,0,20.025
37085,559,459,1328,555,474,0,15.5242
39470,625,300,1061,617,300,1,8
41268,559,140,1733,550,148,1,12.0416
44397,240,140,1147,238,136,1,4.47214
46280,240,459,1319,243,426,0,33.1361
48171,559,459,1951,567,443,0,17.8885
51182,240,140,2050,243,136,1,5
53975,559,459,2012,562,443,0,16.2788
57045,625,300,1086,617,298,1,8.24621
58871,240,140,1118,231,136,1,9.84886
61214,559,140,1121,555,129,1,11.7047
63072,175,299,970,166,310,0,14.2127
65097,399,525,1221,400,517,1,8.06226
67058,559,140,1241,555,152,1,12.6491
69037,175,299,999,166,300,1,9.05539
70774,399,525,1416,400,505,0,20.025
73333,559,459,1164,555,450,1,9.84886
75236,625,300,1086,621,300,1,4
77059,399,525,1694,398,505,0,20.025
79812,400,75,1361,398,73,1,2.82843
81913,625,300,1060,605,300,0,20
83543,399,525,1534,398,493,0,32.0156
86136,625,300,1492,617,298,1,8.24621
88365,400,75,1480,393,80,1,8.60233
90581,240,140,1119,238,136,1,4.47214
92442,400,75,1835,400,84,1,9
95020,175,299,2248,173,300,1,2.23607
98010,559,459,7012,555,474,0,15.5242
106170,399,525,2568,398,533,1,8.06226
109965,559,459,6785,562,450,1,9.48683
118478,625,300,982,610,300,0,15
120520,559,459,2278,567,443,0,17.8885
123947,625,300,1304,617,298,1,8.24621
125990,240,459,4198,231,443,0,18.3576
131247,400,75,1452,405,96,0,21.587
133270,559,459,5393,562,450,1,9.48683
140060,559,140,4505,567,148,1,11.3137
145307,625,300,1890,617,298,1,8.24621
147937,559,140,1915,555,136,1,5.65685
150590,399,525,1367,400,517,1,8.06226
152696,175,299,1272,166,300,1,9.05539
154712,559,459,2583,567,455,1,8.94427
158035,240,459,4603,231,474,0,17.4929
163860,175,299,2019,166,298,1,9.05539
166619,400,75,2037,398,73,1,2.82843
169393,240,140,1563,250,141,1,10.0499
171695,175,299,1136,166,310,0,14.2127
173890,559,140,2605,543,148,0,17.8885
177071,240,140,2605,231,129,0,14.2127
180738,625,300,1274,610,288,0,19.2094
183071,559,140,1767,543,152,0,20
185412,625,300,1380,617,298,1,8.24621
187535,399,525,1319,417,505,0,26.9072
