"Start Time","Thu Nov 24 08:20:01 2011","08:20:00 minus 89 ms","Subject","001","N-back",1

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
6641,"canvas",0,2405,"<timeout>",1
9049,"whiskey",0,405,"3",1
11458,"whiskey",1,629,"1",1
13868,"bunny",0,1354,"3",1
16280,"tomato",0,680,"3",1
18689,"gale",0,649,"1",0
21100,"gale",1,652,"1",1
23508,"tomato",0,406,"3",1
25918,"canvas",0,650,"1",0
28327,"canvas",1,2404,"<timeout>",0
30735,"canvas",1,512,"1",1
33145,"hollow",0,639,"3",1
35555,"canvas",0,619,"3",1
37964,"bottle",0,519,"3",1
40375,"whiskey",0,664,"3",1
42785,"whiskey",1,431,"1",1
45194,"tomato",0,406,"3",1
47603,"flag",0,404,"3",1
50013,"flag",1,451,"1",1
52422,"gale",0,433,"3",1
54831,"bottle",0,450,"3",1
57241,"flag",0,504,"3",1
59650,"bottle",0,404,"3",1
62058,"canvas",0,613,"3",1
64467,"bunny",0,454,"3",1
66876,"canvas",0,405,"3",1
69285,"bunny",0,422,"3",1
71695,"gale",0,404,"3",1
74103,"bunny",0,406,"3",1
76512,"bunny",1,544,"1",1
78921,"hollow",0,425,"3",1
81332,"bottle",0,548,"3",1
83741,"bottle",1,509,"1",1
86149,"flag",0,406,"3",1
88558,"bottle",0,642,"3",1
90968,"bottle",1,457,"1",1
93378,"hollow",0,404,"3",1
95788,"gale",0,429,"3",1
98198,"gale",1,406,"3",0
100607,"gale",1,498,"1",1
103017,"tomato",0,569,"3",1
105425,"flag",0,640,"3",1
107835,"flag",1,535,"1",1
110245,"gale",0,460,"3",1
112654,"hollow",0,532,"3",1
115064,"hollow",1,500,"1",1
117473,"flag",0,405,"3",1
119882,"canvas",0,406,"3",1
122292,"flag",0,502,"1",0
124701,"flag",1,411,"3",0
127110,"tomato",0,524,"3",1
129520,"whiskey",0,602,"3",1
131930,"bunny",0,441,"3",1
134340,"whiskey",0,614,"3",1
136751,"gale",0,500,"3",1
139160,"tomato",0,406,"3",1
141569,"tomato",1,465,"3",0
143979,"tomato",1,504,"1",1
146388,"tomato",1,414,"1",1
148797,"hollow",0,437,"3",1
151207,"hollow",1,659,"1",1
153616,"hollow",1,467,"1",1
156026,"whiskey",0,556,"3",1
158434,"whiskey",1,624,"1",1
160843,"bottle",0,529,"3",1
163254,"bottle",1,454,"1",1
165664,"hollow",0,651,"3",1
168073,"whiskey",0,859,"3",1
170483,"bunny",0,775,"3",1
172893,"bunny",1,575,"1",1
175303,"bunny",1,406,"1",1
177712,"canvas",0,563,"3",1
180121,"canvas",1,475,"1",1
182531,"canvas",1,464,"1",1
184940,"whiskey",0,504,"3",1
