"Start Time","Thu Nov 24 09:05:51 2011","09:05:50 minus 884 ms","Subject","001","Target Distance",225,"Radius",37.5

"Presentation Time","Stimulus x","y","Response Time","Response x","y","Is Inside","Centroid Distance"
5168,240,459,1627,231,467,1,12.0416
8106,399,525,1084,400,533,1,8.06226
9930,240,140,1106,250,152,1,15.6205
11775,240,459,1053,238,474,1,15.1327
13568,559,459,1136,555,431,1,28.2843
15448,399,525,810,400,517,1,8.06226
17001,400,75,932,381,80,1,19.6469
18671,399,525,926,400,540,1,15.0333
20341,240,459,1001,238,431,1,28.0713
22083,175,299,768,166,298,1,9.05539
23586,559,459,738,567,486,1,28.1603
25066,625,300,1042,621,298,1,4.47214
26850,240,140,782,231,129,1,14.2127
28375,399,525,786,400,529,1,4.12311
29902,559,459,1085,538,474,1,25.807
31727,625,300,920,629,300,1,4
33389,559,140,789,562,129,1,11.4018
34920,240,140,823,243,141,1,3.16228
36482,240,459,1075,243,493,0,34.1321
38132,559,459,1071,555,443,1,16.4924
39942,240,140,934,243,157,1,17.2627
41612,559,459,901,550,455,1,9.84886
43257,625,300,821,621,298,1,4.47214
44816,240,140,1090,273,164,0,40.8044
46483,559,140,1153,567,129,1,13.6015
48380,175,299,912,177,300,1,2.23607
50035,399,525,987,400,517,1,8.06226
51760,559,140,823,550,129,1,14.2127
53324,175,299,870,177,300,1,2.23607
54932,399,525,988,400,510,1,15.0333
56657,559,459,809,550,467,1,12.0416
58210,625,300,749,610,300,1,15
59697,399,525,1185,386,498,1,29.9666
61620,400,75,1003,386,84,1,16.6433
63367,625,300,803,629,300,1,4
64913,399,525,830,386,505,1,23.8537
66487,625,300,733,633,298,1,8.24621
67962,400,75,742,398,84,1,9.21954
69448,240,140,838,250,136,1,10.7703
71027,400,75,803,400,108,0,33
72407,175,299,1027,166,300,1,9.05539
74171,559,459,937,555,438,1,21.3776
75847,399,525,857,398,533,1,8.06226
77446,559,459,1710,543,431,1,32.249
79895,625,300,1093,648,300,1,23
81726,559,459,901,562,474,1,15.2971
83370,625,300,803,621,298,1,4.47214
84914,240,459,1116,231,486,1,28.4605
87254,400,75,1281,381,84,1,21.0238
89274,559,459,1091,562,450,1,9.48683
91106,559,140,988,543,152,1,20
92833,625,300,862,629,300,1,4
94437,559,140,1059,562,141,1,3.16228
96238,399,525,1084,398,521,1,4.12311
98061,175,299,912,184,298,1,9.05539
99710,559,459,1191,550,438,1,22.8473
101637,240,459,1003,243,438,1,21.2132
103383,175,299,900,154,317,1,27.6586
105026,400,75,1206,398,73,1,2.82843
106971,240,140,865,231,129,1,14.2127
108576,175,299,839,173,300,1,2.23607
110158,559,140,1179,538,148,1,22.4722
112076,240,140,874,250,124,1,18.868
113687,625,300,1470,629,281,1,19.4165
115896,559,140,833,543,157,1,23.3452
117471,625,300,924,633,300,1,8
119132,399,525,953,405,521,1,7.2111
120824,240,459,1236,231,481,1,23.7697
123534,175,299,878,177,300,1,2.23607
125153,399,525,892,400,521,1,4.12311
126782,559,140,1055,550,148,1,12.0416
128580,240,140,913,231,141,1,9.05539
130234,399,525,871,405,517,1,10
132412,625,300,1043,629,298,1,4.47214
134196,240,459,884,227,450,1,15.8114
135818,400,75,997,381,80,1,19.6469
137552,559,140,889,543,141,1,16.0312
139185,559,459,883,543,426,0,36.6742
140638,175,299,935,142,288,0,34.7851
142148,400,75,1020,381,89,1,23.6008
143906,559,459,1171,562,438,1,21.2132
145816,400,75,900,386,68,1,15.6525
147459,559,140,1062,574,141,1,15.0333
149263,175,299,906,161,300,1,14.0357
150908,559,459,1237,555,431,1,28.2843
152883,240,459,1186,250,438,1,23.2594
154807,399,525,920,400,510,1,15.0333
156468,400,75,966,398,80,1,5.38516
158171,559,140,830,550,148,1,12.0416
159740,240,140,768,220,141,1,20.025
161249,240,459,1288,231,443,1,18.3576
163276,559,140,811,543,136,1,16.4924
164824,240,459,1233,231,438,1,22.8473
166795,400,75,902,398,68,1,7.28011
168440,559,459,1232,543,474,1,21.9317
170414,400,75,776,386,80,1,14.8661
171931,240,140,803,238,148,1,8.24621
173477,175,299,835,196,300,1,21.0238
175049,625,300,1152,617,300,1,8
176940,240,459,962,238,467,1,8.24621
178643,400,75,900,400,56,1,19
180286,240,459,932,238,443,1,16.1245
181958,625,300,935,586,298,0,39.0512
183469,240,459,958,250,474,1,18.0278
