Start Time,Thu Nov 24 08-37-26 2011,Offset,08:37:27 minus 1173 ms
sub, cond, trial, #1, #2, #3, sum, resp, corr, toolong, clicks, starttime, firstclick, completetime,
001,2,1, 5, 6, 6, 17, 0, 2, 1, 1, 6948, 5002, 5002,
001,2,2, 9, 3, 5, 17, 0, 2, 1, 1, 12627, 5002, 5002,
001,2,3, 7, 3, 4, 14, 14, 1, 0, 2, 18305, 1831, 2273,
001,2,4, 7, 5, 7, 19, 1, 2, 1, 2, 23928, 4810, 5004,
001,2,5, 9, 3, 3, 15, 12, 0, 0, 2, 29607, 3114, 3475,
001,2,6, 3, 1, 2, 6, 6, 1, 0, 1, 35279, 2972, 3234,
001,2,7, 3, 1, 7, 11, 11, 1, 0, 2, 40934, 2539, 3003,
001,2,8, 2, 6, 1, 9, 9, 1, 0, 1, 46544, 3459, 3739,
001,2,9, 1, 4, 8, 13, 1, 0, 0, 1, 52216, 2994, 3186,
001,2,10, 4, 8, 4, 16, 16, 1, 1, 3, 57870, 4756, 5011,
001,2,11, 4, 9, 6, 19, 19, 1, 1, 3, 63557, 4542, 5003,
001,2,12, 8, 3, 3, 14, 1, 2, 1, 2, 69235, 4903, 5002,
001,2,13, 3, 5, 1, 9, 0, 2, 1, 1, 74912, 5003, 5003,
001,2,14, 1, 7, 8, 16, 0, 2, 1, 1, 80589, 5003, 5003,
001,2,15, 6, 7, 8, 21, 0, 2, 1, 1, 86267, 5003, 5003,
001,2,16, 6, 4, 7, 17, 17, 1, 0, 2, 91947, 2368, 2921,
001,2,17, 8, 7, 8, 23, 0, 2, 1, 1, 97552, 5002, 5002,
001,2,18, 2, 6, 6, 14, 12, 2, 1, 3, 103177, 154, 5003,
001,2,19, 2, 2, 1, 5, 5, 1, 0, 1, 108855, 2300, 2549,
001,2,20, 1, 1, 5, 7, 7, 1, 0, 1, 114476, 2464, 3040,
001,2,21, 9, 7, 3, 19, 19, 1, 0, 2, 120148, 3968, 4433,
001,2,22, 1, 3, 5, 9, 0, 2, 1, 1, 125821, 5003, 5003,
001,2,23, 8, 6, 8, 22, 0, 2, 1, 1, 131499, 5003, 5003,
001,2,24, 1, 9, 5, 15, 5, 2, 1, 2, 137176, 2421, 5002,
001,2,25, 5, 7, 8, 20, 0, 2, 1, 1, 142853, 5003, 5003,
001,2,26, 4, 5, 1, 10, 10, 1, 0, 2, 148532, 2833, 3913,
001,2,27, 1, 3, 7, 11, 11, 1, 0, 2, 154205, 1807, 2176,
001,2,28, 8, 8, 7, 23, 0, 2, 1, 1, 159864, 5003, 5003,
001,2,29, 2, 4, 2, 8, 8, 1, 0, 1, 165544, 2350, 2678,
001,2,30, 1, 5, 2, 8, 8, 1, 0, 1, 171215, 2894, 3254,
001,2,31, 1, 2, 9, 12, 12, 1, 0, 2, 176869, 1617, 2088,
001,2,32, 8, 5, 9, 22, 0, 2, 1, 1, 182541, 5003, 5003,
001,2,33, 7, 9, 6, 22, 0, 2, 1, 1, 188219, 5003, 5003,
001,2,34, 2, 3, 7, 12, 12, 1, 0, 2, 193897, 4470, 4948,
001,2,35, 2, 7, 9, 18, 1, 2, 1, 2, 199571, 4724, 5002,
001,2,36, 8, 5, 7, 20, 0, 2, 1, 1, 205249, 5003, 5003,
